ref_text,pred_text,gold_tox,bert_tox,detoxy_tox,wer,cer
"Meetings are held Monday nights, and the entire student body is welcome to attend.", meetings are held monday night and the entire student body is welcome to attend.,0,0,0,0.21428571428571427,0.04878048780487805
He also co-owned a thoroughbred horse agistment facility., he also co-owned a thoroughbred horse adjustment facility.,0,0,0,0.25,0.07017543859649122
Your behavior is embarrassing; go learn the art of social intercourse!, your behaviour is embarrassing. go learn the art of social intercourse.,1,0,0,0.36363636363636365,0.05714285714285714
"Geographically and culturally, many of the municipalities are enclaves in the middle of provinces."," geographically and culturally, many of the municipalities are own craves in the middle of provinces.",0,0,0,0.21428571428571427,0.05102040816326531
Why can't I skip this damn intro?, why can't i skip this damn intro?,1,1,1,0.2857142857142857,0.06060606060606061
"Those women are all card sharks, don't be fooled.", those women are all card sharks. don't be fooled.,1,1,1,0.2222222222222222,0.04081632653061224
The rest of you get in here and riot!, the rest of you get in here and try it.,0,0,0,0.3333333333333333,0.16216216216216217
"Properly performed, blood will flow freely and death will occur within seconds."," properly performed, blood will flow freely and death will occur within seconds.",0,1,1,0.08333333333333333,0.012658227848101266
"""What a load of trash"", Sarah opined."," what a load of trash, sarah opined.",1,1,1,0.42857142857142855,0.10810810810810811
And how do you think I can help lure him out?, how do you think i can help lure him out?,0,0,0,0.18181818181818182,0.1111111111111111
Lionel Powers and Julian Messenger are filthy rich men with dirty family secrets., lionel powers and julian messenger are filthy rich men with 30 family secrets.,1,0,0,0.38461538461538464,0.1111111111111111
He is a scoundrel., he is a scoundrel.,1,1,1,0.25,0.05555555555555555
Better be ignorant than obstinate., better be ignorant than i'll stand.,0,0,0,0.6,0.29411764705882354
Is he a drunkard or what?, is he a drunkard or what?,1,1,1,0.16666666666666666,0.04
And he had shown himself a fool., and he had shown himself a fool.,1,1,1,0.14285714285714285,0.03125
This chart was drawn by George Holt Henshaw., the child was drawn by george holt and shaw.,0,0,0,0.75,0.2727272727272727
"This oscillation is called ""nutation"".", this oscillation is called nutation.,0,0,0,0.4,0.07894736842105263
"She then plunges Roman's knife into his chest, apparently killing him."," she then plunges roman's knife into his chest, apparently killing him.",0,1,1,0.18181818181818182,0.02857142857142857
"You'll live, and you'll learn that a man shouldn't be so stupid.", you'll live and you'll learn that a man shouldn't be so stupid.,0,1,1,0.16666666666666666,0.03125
"Yesterday, he went to an STD clinic to test for herpes."," yesterday, he went to an std clinic to test for her peace.",0,0,0,0.36363636363636365,0.14545454545454545
What have I done?, what have i done?,0,0,0,0.5,0.11764705882352941
I'd die for either of you., i'd die for either of you.,0,1,1,0.16666666666666666,0.038461538461538464
Your behavior is embarrassing; go learn the art of social intercourse!, your behavior is embarrassing. go learn the art of social intercourse.,1,1,1,0.2727272727272727,0.04285714285714286
"One afternoon, one of his servants fell ill, and it appeared that he would die.", one afternoon one of his servants fell ill and it appeared that he would die.,0,1,1,0.2,0.0379746835443038
Keep your mouth shut and your eyes open., keep your mouth shut and your eyes open.,0,1,1,0.125,0.025
You get somebody else to wash the diapers., you get somebody else to wash the diapers.,0,1,1,0.125,0.023809523809523808
I don't know; we'll just have to suck it and see," i don't know, we'll just have to suck it and see.",0,1,1,0.2727272727272727,0.0625
Desogestrel is a progestogen., desuggestural is a progestogen.,0,0,0,0.25,0.1724137931034483
"""What a load of trash"", Sarah opined."," what a load of trash, sarah opined.",1,1,1,0.42857142857142855,0.10810810810810811
He is mad as some March hatters., he's mad as some more chatters.,1,0,0,0.5714285714285714,0.25
"No, I asked Pamela and Mark for directions before I left."," no, i asked pamela and mark for directions before i left.",0,0,0,0.45454545454545453,0.08771929824561403
I think you're crazy., i think you're crazy.,1,1,1,0.25,0.047619047619047616
It is located on the Atlantic Coast north of Catumbela Estuary., it is located on the atlantic coast north of the gatambla estuary.,0,0,0,0.5454545454545454,0.1746031746031746
A peasant farmer named Gordias drove into town on an ox-cart., the present farmer named gordias drove into town on noxcart.,0,0,0,0.45454545454545453,0.16393442622950818
"During the Lavender Scare, Joseph McCarthy used accusations of homosexuality as a smear tactic."," during the lavender scare, joseph mccarthy used accusations of homosexuality as a smear tactic.",0,0,0,0.35714285714285715,0.06315789473684211
"Television can make you dumb, but it can also be good education."," television can make you dumb, but it can also beat good education.",0,1,1,0.16666666666666666,0.046875
The group's members compose or arrange most of the songs that they perform.," the groups, members, compose or arrange most of the songs that they perform.",0,0,0,0.23076923076923078,0.05333333333333334
As a medical student he was active in the movement for independence.," as a medical student, he was active in the movement for independence.",0,0,0,0.16666666666666666,0.029411764705882353
And now she lies murdered for a reward!, and now she lies murdered for a reward.,0,1,1,0.25,0.05128205128205128
"A current of love rushed from his heart, and the boy began to pray."," a currant of love rushed from his heart, and the boy began to pray.",0,0,0,0.14285714285714285,0.029850746268656716
The house of his birth is now a small museum., the house of his birth is now a small museum.,0,0,0,0.1,0.022222222222222223
Could you provide an example of a realistic scenario?, could you provide an example of a realistic scenario?,0,0,0,0.1111111111111111,0.018867924528301886
A bully is always a coward., a bully is always a coward.,1,1,1,0.16666666666666666,0.037037037037037035
You don't have to sign anything., you don't have to sign anything.,0,0,0,0.16666666666666666,0.03125
There's a group of unruly teens bumming around in your garden., there's a group of unruly team running around in your garden.,1,0,0,0.2727272727272727,0.11290322580645161
"In Athens, it was only produced rarely; figural decoration was even rarer.", at athens it was only produced rarely. figural decoration was even rarer.,0,0,0,0.25,0.06756756756756757
The channel currently shares the same logo as its American counterpart., the channel currently shares the same logo as its american counterpart.,0,0,0,0.18181818181818182,0.028169014084507043
"See: List of cities in South Dakota, List of townships in South Dakota."," see list of cities in south dakota, list of townships in south dakota.",0,0,0,0.5384615384615384,0.11267605633802817
Because of that some researchers tend to classify it as Eastern South Slavic.," because of that, some researchers tend to classify it as eastern-south slavic.",0,0,0,0.38461538461538464,0.07792207792207792
"""Did you learn anything?"" the Englishman asked, eager to hear what it might be."," did you learn anything? the englishman asked, eager to hear what it might be.",0,0,0,0.21428571428571427,0.05063291139240506
You've got the brain of a pancake., you've got the brain of a pancake.,1,1,1,0.14285714285714285,0.029411764705882353
"You are a hypocrite, too, are you?"," you are a hypocrite too, are you?",1,1,1,0.2857142857142857,0.058823529411764705
"The grace notes were sung perfectly by the soprano, but badly by the alto"," the graysnitz was sewn perfectly by the soprano, but badly by the alto.",0,0,0,0.42857142857142855,0.1917808219178082
Kell's business partner was W. O. Anderson., kel's business partner was w.o. anderson.,0,0,0,0.5714285714285714,0.13953488372093023
The current chief is Elizabeth Sutherland who holds the title Countess of Sutherland., the current chief is elizabeth sutherland who holds the title countess of sutherland.,0,0,0,0.38461538461538464,0.058823529411764705
Do you understand me?, do you understand me?,0,0,0,0.25,0.047619047619047616
Dont be a fool!, don't be a fool.,1,1,1,0.5,0.2777777777777778
"He was something of a sickly child by all accounts, never made it past his fourth birthday."," he was something of a sickly child by all accounts, never made it past his fourth birthday.",0,1,1,0.058823529411764705,0.01098901098901099
"Somebody should eat the mango, I guess it is me.", somebody should eat the mango. i guess it's me.,0,0,0,0.5,0.10416666666666667
"The mouthparts of tardigrades, diptera and aphids are also called stylets."," the mouth parts of sturdy grades, dipped area and outfits are also called stylets.",0,0,0,0.7272727272727273,0.21621621621621623
"Darling, we've run out of avocados!"," darling, we've run out of avocados.",0,1,1,0.3333333333333333,0.05714285714285714
Cameron had proved to New Zealanders he was a fighting general., the cameraman had proved to new zealander he was a fighting general,0,0,0,0.45454545454545453,0.19047619047619047
You have dilated pupils., you have dilated pupils.,0,1,1,0.25,0.041666666666666664
He is a scoundrel.," jesus, cunt well.",1,1,1,1.0,0.6111111111111112
Better use heat resistant gloves when you take the bricks out of the furnace., better use heat resistant gloves when you take the bricks out of the furnace.,0,0,0,0.07142857142857142,0.012987012987012988
Jim thinks it's Morgan.," hmm, jim thinks it's morgan.",0,0,0,0.75,0.30434782608695654
Beasts get fat by change of pastures, beasts get fed by change of pastures.,0,0,0,0.42857142857142855,0.1111111111111111
Take your paws off me!, take your pause off me.,1,0,0,0.6,0.18181818181818182
You've got lipstick all over your mouth., you've got lipstick all over your mouth.,0,1,1,0.14285714285714285,0.025
"The new city, Gibellina Nuova, was rebuilt some distant from the old one."," the new city, giberlina, nuova, was rebuilt some distance from the old one.",0,0,0,0.3076923076923077,0.0958904109589041
Peter David and Alan Grant wrote separate novelizations of the film., peter david and alan grant wrote separate novelizations of the film.,0,0,0,0.36363636363636365,0.058823529411764705
How in hell did he know it was you in the dark., how in hell did he know it was you in the dark?,1,1,1,0.16666666666666666,0.0425531914893617
"Can you find me work, Stairway to Heaven?", can you find me work? stay away to heaven.,0,0,0,0.625,0.1951219512195122
"It was all gone now, I remembered, getting up from the fire."," it was all gone now, i remembered getting up from the fire.",0,0,0,0.25,0.05
United joined the Southern Football League as crowds for Town matches dwindled., united joined the southern football league as crowds for town matches dwindled.,0,0,0,0.4166666666666667,0.06329113924050633
He who wronged you will hate you., he who wronged you will hate you.,0,1,1,0.14285714285714285,0.030303030303030304
Frank then returns with the money., frank then returns with the money.,0,0,0,0.16666666666666666,0.029411764705882353
Down with the kids, down with the kids.,0,1,1,0.5,0.1111111111111111
"""You're the one who may die,"" the alchemist said."," you're the one who may die, the alchemist said.",0,1,1,0.2222222222222222,0.061224489795918366
The two deadly accidents occurred with leased aircraft., the two deadly accidents occurred with leased aircraft.,0,0,0,0.125,0.01818181818181818
"The first critical editions of the ""Codex Manesse"" appeared in the early nineteenth century.", the first critical editions of the codex manessa appeared in the early 19th century.,0,0,0,0.2857142857142857,0.15217391304347827
Why can't I skip this damn intro?, why can't i skip this damn intro?,1,1,1,0.2857142857142857,0.06060606060606061
Distance matrices can also be used to generate phylogenetic trees., distant matrices can also be used to generate phylogenetic trees.,0,0,0,0.1,0.045454545454545456
Don't be so silly!, don't be so silly.,1,1,1,0.5,0.1111111111111111
Dont be a fool!, don't be a fool.,1,1,1,0.5,0.2777777777777778
He is a raging alcoholic., he is a raging alcoholic.,1,1,1,0.2,0.04
It was noted for its size and attractive appearance., it was noted for its size and attractive appearance.,0,0,0,0.1111111111111111,0.019230769230769232
Her niece is a diabetic., her knees is a diabetic.,0,1,1,0.4,0.20833333333333334
The approximation here is normally described as generators and relations., the approximation here is normally described as generators and relations.,0,0,0,0.1,0.0136986301369863
Typography includes the arrangement of letterforms designed for metal print or computer.," typography includes the arrangement of letter forms designed for metal, print, or computer.",0,0,0,0.4166666666666667,0.045454545454545456
I often wish you weren't such a stinker., i often wish you weren't such a stinker.,1,1,1,0.125,0.025
It came about in this way., it came about in this way.,0,0,0,0.16666666666666666,0.038461538461538464
"""What a load of trash"", Sarah opined."," what a load of trash, sarah oppenbend.",1,1,1,0.5714285714285714,0.21621621621621623
We've been taken for a lot of suckers!, we've been taken for a lot of suckers.,0,1,1,0.25,0.05263157894736842
I accuse this man of being a faker!, i accuse this man of being a thicker.,1,0,0,0.25,0.17142857142857143
"However, Ozymandias' monster ultimately kills the gang leader that murdered Hollis."," however, azaman diaz's monster ultimately kills the gang leader that murdered hollis.",0,0,0,0.36363636363636365,0.08433734939759036
The very idea of it was preposterous., the very idea of it was preposterous.,0,0,0,0.14285714285714285,0.02702702702702703
They recorded several comedy albums and appeared on numerous television series., they recorded several comedy albums and appeared on numerous television series.,0,0,0,0.09090909090909091,0.012658227848101266
Someone set fire to the trash., someone's fired to the trash.,0,1,1,0.5,0.16666666666666666
"Alice, who the fuck is Bob?"," alice, who the fuck is bob?",1,1,1,0.3333333333333333,0.07407407407407407
The someone else was Paul Wolfowitz., the someone else was paul wolfeowitz.,0,0,0,0.5,0.1111111111111111
It can be improved; I know that., it can be improved. i know that.,0,0,0,0.42857142857142855,0.09375
This monument was known throughout the Genesee Forests as 'The Painted Post., this monument was known throughout the genesee forests as the painted post.,0,0,0,0.5,0.09210526315789473
"Jeez, you look stoned!"," geez, you look stoned!",1,1,1,0.25,0.045454545454545456
"Our bitch had puppies, do you want one?"," our bitch had puppies, the one one.",0,1,1,0.625,0.28205128205128205
"Alice, who the fuck is Bob?"," alice, who the fuck is bob?",1,1,1,0.3333333333333333,0.07407407407407407
What good is money to you if you're going to die?, what good is money to you if you're going to die?,0,1,1,0.09090909090909091,0.02040816326530612
"Jerk the cord, and out tumbles the gold."," church, the cordon out, ambles the gold.",0,0,0,0.625,0.325
Let me talk to him., let me talk to him.,0,0,0,0.2,0.05263157894736842
How about that check?, how about that check?,0,0,0,0.25,0.047619047619047616
"Gray horses, whose hair coats become white as they age, are much more common.", gray horses whose hair coats become white as they age are much more common.,0,0,0,0.21428571428571427,0.03896103896103896
He is a scoundrel.," he says, count rent.",1,0,0,1.0,0.5555555555555556
Out of the mouths of babes., out of the mouths of babes.,0,1,1,0.16666666666666666,0.037037037037037035
This horse has more than one horse power., this horse has more than one horsepower.,0,0,0,0.375,0.04878048780487805
It is native to Madagascar and other islands in the Indian Ocean., it is native to madagascar and other islands in the indian ocean.,0,0,0,0.3333333333333333,0.06153846153846154
A set of recommendations for using them is available at freedesktop dot org., a set of recommendations for using them is available at freedesktop.org.,0,0,0,0.3076923076923077,0.07894736842105263
Therefore it may only be possible to self-archive the pre-print of the article.," therefore, it may only be possible to self-archive the preprint of the article.",0,0,0,0.15384615384615385,0.0379746835443038
The King broadcast to the nation., the king broadcast to the nation.,0,0,0,0.3333333333333333,0.06060606060606061
The new entities would ensure a complete market foothold., the new entities would ensure complete market foothold.,0,0,0,0.2222222222222222,0.05263157894736842
They have also performed all six sections of the song at sound checks., they have also performed all six sections of the song at sound checks.,0,0,0,0.07692307692307693,0.014285714285714285
"You're a devil for fighting, and will surely win."," you're a devil for fighting, and we'll surely win.",1,1,1,0.2222222222222222,0.061224489795918366
I won't give your niece a lollipop if she gets naughty again., i won't give your niece a lollipop if she gets naughty again.,0,1,1,0.08333333333333333,0.01639344262295082
What do you mean to do?, what do you mean to do?,0,0,0,0.16666666666666666,0.043478260869565216
Somebody's going to get hurt!, somebody's going to get hurt.,0,1,1,0.4,0.06896551724137931
"Penny wise, pound foolish.", pennywise pound foolish.,1,0,0,0.5,0.11538461538461539
You've got the brain of a pancake., you've got the brain of a pancake.,1,1,1,0.14285714285714285,0.029411764705882353
I told you to have the ice box fixed., i told you to have the icebox fixed.,0,0,0,0.3333333333333333,0.05405405405405406
"Jeez, you look stoned!"," geez, you look stoned.",1,1,1,0.5,0.09090909090909091
"Darling, we've run out of avocados!"," darling, we've run out of avocados.",0,1,1,0.3333333333333333,0.05714285714285714
"Having already spent his share, Hooker pays Snyder in counterfeit bills."," having already spent his share, hooker pays snyder in counterfeit bills.",0,0,0,0.2727272727272727,0.041666666666666664
My children are all scoundrels., my children are also conglomerates.,1,0,0,0.6,0.41935483870967744
Come on! Don't be such a slowcoach!," come on, don't be such a slow coach.",1,0,0,0.7142857142857143,0.14285714285714285
"Maybe we're all that way, the boy mused."," maybe we rolled that way, the point used.",0,0,0,0.625,0.3
"In his hand, he grasped a snake by the tail.", in his hand he grasped a snake by the tail.,0,0,0,0.2,0.045454545454545456
The fool flew all the way up here in a blizzard., the full flew all the way up here in a glacier.,1,0,0,0.2727272727272727,0.1875
The weather in Finland sucks., the weather in finland sucks.,1,1,1,0.4,0.06896551724137931
"It breeds in the southeastern corner of Europe, the Middle East and southwestern Asia."," it breeds in the southeastern corner of europe, the middle east, and southwestern asia.",0,0,0,0.35714285714285715,0.06976744186046512
"Penny wise, pound foolish.", pennywise pan foolish,1,1,1,1.0,0.2692307692307692
How old are you?, how old are you?,0,0,0,0.25,0.0625
"If you lie down with dogs, you'll get up with fleas."," if you lie down with dogs, you'll get up with fleas.",0,1,1,0.09090909090909091,0.019230769230769232
Do you think your boyfriend is cheating on you?, do you think your boyfriend is cheating on you?,0,1,1,0.1111111111111111,0.02127659574468085
Who do you want?, who do you want?,0,0,0,0.25,0.0625
"Darling, we've run out of avocados!", darling we've run out of avocados,0,1,1,0.3333333333333333,0.08571428571428572
The first three petitions called for the glory of God in the second person., the first three petitions called for the glory of god and the second person.,0,0,0,0.21428571428571427,0.05333333333333334
Why don't you shut up!, why don't you shut up?,1,1,1,0.4,0.09090909090909091
Maybe he really is a fool., maybe he really is a fool.,1,1,1,0.16666666666666666,0.038461538461538464
Why can't I skip this damn intro?, why can't i skip this damn intro?,1,1,1,0.2857142857142857,0.06060606060606061
"Though the gas bell has been removed, all other components are intact."," though the gas bell has been removed, all other components are intact.",0,0,0,0.08333333333333333,0.014285714285714285
"Television can make you dumb, but it can also be good education."," television can make you dumb, but it can also be good education.",0,1,1,0.08333333333333333,0.015625
Egan has never hidden his homosexuality., eager has never hidden his homosexuality.,0,0,0,0.16666666666666666,0.1
"Jeez, you look stoned!"," geez, you look stoned.",1,1,1,0.5,0.09090909090909091
Don't you know that girl's very sick?, don't you know that girl's very sick?,0,1,1,0.14285714285714285,0.02702702702702703
"The grim reaper is waiting for you, reckless driver!"," the grim reaper is waiting for you, reckless driver.",1,1,1,0.2222222222222222,0.038461538461538464
I locked eyes with a fish in the tank., i locked eyes with fish in the tank.,0,0,0,0.2222222222222222,0.07894736842105263
You're losing your eye., you're losing your eye.,0,1,1,0.25,0.043478260869565216
You have been a real blessing to me., you have been a real blessing to me.,0,0,0,0.125,0.027777777777777776
What did you say?, what did you say?,0,0,0,0.25,0.058823529411764705
It's practically up there now., it's practically up there now.,0,0,0,0.2,0.03333333333333333
Save a thief from the gallows and he will cut your throat, save a thief from the gallows and he will cut your throat.,0,1,1,0.16666666666666666,0.03508771929824561
"Porky is a hunter looking to shoot Daffy, but Daffy keeps outwitting Porky."," porky is a hunter looking to shoe daffy, but daffy keeps outwitting porky.",0,0,0,0.38461538461538464,0.08
And then I suddenly got it., and then i suddenly got it.,0,0,0,0.3333333333333333,0.07407407407407407
Don't hurt my finger again., don't hurt my finger again.,0,1,1,0.2,0.037037037037037035
"According to the official website, a balanced and objective approach would be adopted."," according to the official website, a balanced and objective approach would be adopted.",0,0,0,0.07692307692307693,0.011627906976744186
Let's have a look at the standard deviation., let's have a look at the standard deviation.,0,0,0,0.125,0.022727272727272728
It is also used for propeller shafts and for keel bolts., it is also used for propeller shafts and for keel bolts.,0,0,0,0.09090909090909091,0.017857142857142856
"Infants ""gecker"" to attract their mother's attention.", infants get to attract their mother's attention.,0,0,0,0.2857142857142857,0.1320754716981132
"At the first glance, it was really not very exciting."," at the first glance, it was really not very exciting.",0,0,0,0.1,0.018867924528301886
"One afternoon, one of his servants fell ill, and it appeared that he would die.", one afternoon one of his servants fell ill and it appeared that he would die.,0,1,1,0.2,0.0379746835443038
"""What a load of trash"", Sarah opined."," what a load of trash, sarah o'pind.",1,1,1,0.5714285714285714,0.16216216216216217
What idiot wrote this total drivel?, what idiot wrote this total dribble?,1,1,1,0.3333333333333333,0.11428571428571428
Someone set fire to the trash., someone set fire to the trash.,0,1,1,0.16666666666666666,0.03333333333333333
The fool flew all the way up here in a blizzard., the fool flew all the way up here in a blizzard.,1,1,1,0.09090909090909091,0.020833333333333332
Strong passwords don't have to be hard to remember., strong passwords don't have to be hard to remember.,0,0,0,0.1111111111111111,0.0196078431372549
Did you really need to clog up that pipe?, do you really need to clog up that pipe?,0,0,0,0.1111111111111111,0.07317073170731707
Don't be an idiot!, don't be an idiot.,1,1,1,0.5,0.1111111111111111
Because of this Ermanaric had her trampled to death under horses.," because of this, hermann arik had her trampled to death under horses.",0,1,1,0.36363636363636365,0.1076923076923077
I want to find a nice coffeehouse in South Burlington Illinois," i want to find a nice coffee house in south burlington, illinois.",0,0,0,0.5454545454545454,0.11290322580645161
Zgrass used a more advanced full-screen editor that eliminated this need., grass used a more advanced full screen editor that eliminated this need.,0,0,0,0.2727272727272727,0.0273972602739726
The case was settled prior to the court's final decision., the case was settled prior to the court's final decision.,0,0,0,0.1,0.017543859649122806
Take your paws off me!, take your paws off me.,1,0,0,0.4,0.09090909090909091
"And really, for so smart a young lady, you look too ridiculous."," and really, for so smart a young lady, you look too ridiculous.",1,1,1,0.08333333333333333,0.015873015873015872
This chiral figure is one of thirteen stellations allowed by Miller's rules., this chiral figure is one of 13 installations allowed by miller's rules.,0,0,0,0.3333333333333333,0.14473684210526316
The hell you say!, the hell you say?,1,1,1,0.5,0.11764705882352941
The cat knows well whose lips she licks, the cat knows well whose lips she likes.,0,0,0,0.25,0.10256410256410256
Kerckhoffs viewed tactical messages as only having a few hours of relevance., kirkhoff's views tactical messages as only having a few hours of relevance.,0,0,0,0.16666666666666666,0.07894736842105263
He's nuts about you., he's nuts about you.,0,1,1,0.25,0.05
Two hockey players battling for the puck after a face off., two hockey players battling for the puck after a face off.,0,0,0,0.09090909090909091,0.017241379310344827
"This could be done manually, or with a further motorized accessory.", this could be done manually or with a further motorized accessory.,0,0,0,0.18181818181818182,0.029850746268656716
Wars bring scars., wars bring scars.,0,0,0,0.3333333333333333,0.058823529411764705
They floated on the raft to sun their white backs., they floated on the ramp to sun their white backs.,0,0,0,0.2,0.06
It was the first firm in the country to be run by black partners., it was the first firm in the country to be run by black partners.,0,0,0,0.07142857142857142,0.015384615384615385
"The toilet is thoroughly filthy, unsanitary, and far too small."," the toilet is thoroughly filthy, unsanitary and far too small.",1,1,1,0.2,0.031746031746031744
This included the Rochester railway bridge designed by Joseph Cubitt.," this included the rochester railway bridge, designed by joseph kibbet.",0,0,0,0.5,0.11594202898550725
There is no fool like an old fool., there is no fool like an old fool.,0,1,1,0.125,0.029411764705882353
What did you do?, what did you do?,0,0,0,0.25,0.0625
The greatest yarn ever written by anybody., the greatest yarn ever written by anybody.,0,0,0,0.14285714285714285,0.023809523809523808
Light up with the street with Johnson!, light up with the street with johnson.,0,0,0,0.2857142857142857,0.07894736842105263
Solanas later attempted to kill Warhol by shooting him., solanas later attempted to kill warhol by shooting him.,0,1,1,0.2222222222222222,0.03636363636363636
"Those women are all card sharks, don't be fooled."," those who won't have all card checks, don't be fooled.",1,0,0,0.5555555555555556,0.24489795918367346
"As a workaround, we could use application specific profiles."," as the workaround, we could use application-specific profiles.",0,0,0,0.4444444444444444,0.08333333333333333
I accuse this man of being a faker!, i accuse this man of being a faker.,1,0,0,0.25,0.05714285714285714
"This is a common editing technique for, say, renumbering lines.", this is a common editing technique for say renumbering lines.,0,0,0,0.3,0.047619047619047616
Get out of this!, get out of this.,0,1,1,0.5,0.125
It was the act of a hound and a stinker., it was the act of a hound and a stinker.,0,1,1,0.1,0.025
It was built in lengths., it was built in lengths.,0,0,0,0.2,0.041666666666666664
Let me out of here!, let me out of here.,0,1,1,0.4,0.10526315789473684
No info is given of these vital questions since both creators are deceased., now info is given of these vital questions since both creators are deceased.,0,0,0,0.07692307692307693,0.02666666666666667
"Through its history, the firm wore its Scottishness on its sleeve."," throughout its history, the firm wore its scottishness on its sleeve.",0,0,0,0.18181818181818182,0.07575757575757576
The dragon breathed a stream of fire thirty feet long., the dragon breathed a stream of fire 30 feet long.,0,0,0,0.2,0.12962962962962962
Don't be a pessimist!, don't be a pessimist.,1,1,1,0.5,0.09523809523809523
Don't be a pessimist!, don d. episymist.,1,0,0,1.0,0.5238095238095238
No more we live like pigs in the field., no more we live like pigs in the field.,0,1,1,0.1111111111111111,0.02564102564102564
"Those women are all card sharks, don't be fooled.", those women are all card sharks. don't be fooled.,1,1,1,0.2222222222222222,0.04081632653061224
The weather in Finland sucks., the weather in finland sucks.,1,1,1,0.4,0.06896551724137931
What idiot wrote this total drivel?, what idiot wrote this total drivel?,1,1,1,0.16666666666666666,0.02857142857142857
A man in red pants walks around., amen and red pants walks around.,0,0,0,0.42857142857142855,0.15625
Prehistoric aborigines occupied the area periodically., prehistoric aborigines occupied the area periodically.,0,0,0,0.16666666666666666,0.018518518518518517
Wasting my time listening to this mad hatter., wasting my time listening to this mad hater,1,1,1,0.25,0.06666666666666667
"He is interred in the Hillside Memorial Park Cemetery in Culver City, California."," he is interred in the hillside memorial park cemetery in culver city, california.",0,0,0,0.6153846153846154,0.09876543209876543
Don't be an idiot!, don't be an idiot.,1,1,1,0.5,0.1111111111111111
They rode for the entire day., they wrote for the entire day.,0,0,0,0.3333333333333333,0.10344827586206896
"The grim reaper is waiting for you, reckless driver!"," the grim reaper is waiting for you, reckless driver.",1,1,1,0.2222222222222222,0.038461538461538464
"The driver's rating is quite low, and I felt suspicious.", the driver's rating is quite low and i felt suspicious.,0,0,0,0.3,0.05357142857142857
So his heart was quiet for an entire afternoon., so his heart was quiet for an entire afternoon.,0,0,0,0.1111111111111111,0.02127659574468085
Your behavior is embarrassing; go learn the art of social intercourse!, your behavior is embarrassing. go learn the art of social intercourse.,1,1,1,0.2727272727272727,0.04285714285714286
The fool flew all the way up here in a blizzard., the fool flew all the way up here in a blizzard.,1,1,1,0.09090909090909091,0.020833333333333332
"If magic was appropriately rare, this publication would not be needed."," if magic was appropriate here, this publication would not be needed.",0,0,0,0.2727272727272727,0.07142857142857142
"Jeez, you look stoned!"," geez, he looks downed.",1,0,0,1.0,0.4090909090909091
Forty-two is not a random number., 42 is not a random number.,0,0,0,0.16666666666666666,0.2727272727272727
In reserve was one armored brigade., in reserve was one armored brigade.,0,0,0,0.16666666666666666,0.02857142857142857
"A prostitute, whose identity Thompson never revealed, befriended him and gave him lodgings.", a prostitute whose identity thompson never revealed befriended him and gave him lodgings.,0,1,1,0.3076923076923077,0.04395604395604396
The Bradshaws are not the regions' earliest paintings., the breadshelves are not the region's earliest paintings.,0,0,0,0.375,0.16666666666666666
"However, it continued to publish."," however, they continue to publish.",0,0,0,0.6,0.18181818181818182
There are lots of different ways to be polite in Japanese., there are lots of different ways to be polite in japanese.,0,0,0,0.18181818181818182,0.034482758620689655
You've got the brain of a pancake., you've got the brain of a pancake.,1,1,1,0.14285714285714285,0.029411764705882353
The cover art was created by Erik Danielsson of Trident Art., the cover art was created by eric danielson of prident art.,0,0,0,0.45454545454545453,0.11666666666666667
To nourish the falcon., to nourish the falcon.,0,0,0,0.25,0.045454545454545456
Active negotiations amongst the other treaty signatories continued during the following years., active negotiations amongst the other 30 signatories continue during the following years.,0,0,0,0.25,0.0851063829787234
"Typical materials used for electromagnetic shielding include sheet metal, metal screen, and metal foam."," typical materials used for electromagnetic shielding include sheet metal, metal screen and metal foam.",0,0,0,0.14285714285714285,0.019417475728155338
They're disgusting; I don't want to mention them.," they are disgusting, i don't want to mention them.",1,1,1,0.5,0.10204081632653061
"The grim reaper is waiting for you, reckless driver!"," the grim reaper is waiting for you, rickles driver.",1,0,0,0.3333333333333333,0.07692307692307693
"The unincorporated communities of Bud, Esofea, and Springville are located with the town."," the unincorporated communities of bud, esophia, and springville are located with the town.",0,0,0,0.3076923076923077,0.07865168539325842
It's not exclusively the parents' fault every time a youngster commits suicide., it's not exclusively the parent's fault every time a youngster commits suicide.,0,0,0,0.16666666666666666,0.0379746835443038
"The grim reaper is waiting for you, reckless driver!"," the grim reaper is waiting for you, reckless driver.",1,1,1,0.2222222222222222,0.038461538461538464
The weather in Finland sucks., development in finland sucks.,1,1,1,0.6,0.3793103448275862
The room took over ten years to construct., the room took over 10 years to construct.,0,0,0,0.25,0.09523809523809523
Those gangsters get what they deserve., those gangsters get what they deserve.,0,1,1,0.16666666666666666,0.02631578947368421
"His father calls him a failure, and urges him to commit suicide.", his father calls him a failure and urges him to commit suicide.,1,1,1,0.16666666666666666,0.03125
Pigs are cute and intelligent animals., pigs are cute and intelligent animals.,0,1,1,0.16666666666666666,0.02631578947368421
We tried to replace the coin but failed., we tried to replace the coin but failed.,0,0,0,0.125,0.025
"I didn't find the blow-dryer, so I just used the vacuum-cleaner.", i didn't find the blow dryer so i just used the vacuum cleaner.,0,0,0,0.5454545454545454,0.078125
"He is a fool, said Paul.", he is a full set ball.,1,0,0,0.6666666666666666,0.5
